#NO_PRODUCTS, NO_STORES
0.0,8.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,21.84,0.0,0.0,10.5,9.11,0.0,0.0,0.0,0.0,0.0,0.0,41.28,0.0,47.71,0.0,17.73,14.08,0.0,0.0,0.0,0.0,0.0,44.22,0.0,0.0,13.0,0.0,0.0,0.0,0.0,20.33,25.09,0.0,0.0,34.65,0.0,
41.02,0.0,49.31,38.77,48.81,0.0,0.0,0.0,25.02,0.0,31.86,9.34,0.0,16.78,32.95,10.48,0.0,0.0,37.08,0.0,34.51,0.0,0.0,9.94,0.0,24.45,0.0,0.0,0.0,0.0,16.24,25.95,0.0,12.56,0.0,0.0,0.0,0.0,0.0,49.9,10.17,0.0,0.0,47.34,36.78,0.0,47.55,0.0,0.0,0.0,
0.0,23.97,0.0,0.0,0.0,0.0,27.04,0.0,34.35,0.0,0.0,0.0,0.0,0.0,43.57,0.0,0.0,40.07,0.0,0.0,0.0,22.41,0.0,0.0,17.42,42.14,0.0,34.2,0.0,49.72,44.26,14.23,40.02,0.0,24.73,0.0,0.0,0.0,0.0,40.09,0.0,0.0,16.14,20.04,0.0,0.0,0.0,0.0,15.24,0.0,
25.08,21.31,41.77,0.0,12.86,48.59,9.71,0.0,0.0,0.0,0.0,0.0,0.0,21.57,0.0,0.0,9.75,13.38,0.0,34.14,0.0,9.52,0.0,0.0,0.0,21.96,16.05,10.45,0.0,0.0,39.21,0.0,47.97,8.67,21.24,41.04,0.0,0.0,5.16,39.47,0.0,0.0,29.82,0.0,42.11,46.59,0.0,0.0,0.0,46.02,
33.54,0.0,0.0,0.0,31.11,0.0,19.19,0.0,0.0,0.0,0.0,0.0,40.83,0.0,24.84,0.0,0.0,22.63,34.03,0.0,0.0,0.0,11.88,0.0,0.0,6.39,6.66,0.0,0.0,0.0,15.91,0.0,33.88,0.0,0.0,48.36,0.0,9.69,0.0,26.05,0.0,19.17,17.83,40.65,0.0,0.0,0.0,48.97,24.6,20.3,
0.0,0.0,0.0,0.0,30.88,45.37,0.0,20.1,21.66,0.0,5.59,37.82,0.0,27.2,44.21,38.06,0.0,0.0,24.6,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0,0.0,36.45,0.0,0.0,0.0,47.44,0.0,0.0,0.0,0.0,0.0,0.0,49.27,0.0,0.0,0.0,29.53,0.0,0.0,0.0,12.49,0.0,42.77,
0.0,22.97,0.0,0.0,45.54,8.79,0.0,0.0,0.0,49.56,19.82,0.0,0.0,6.22,40.35,37.03,0.0,0.0,0.0,30.54,0.0,0.0,0.0,0.0,0.0,0.0,21.92,41.71,0.0,49.08,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,42.01,37.94,32.21,39.93,23.94,11.49,0.0,31.44,0.0,0.0,0.0,0.0,
0.0,45.47,41.45,0.0,0.0,0.0,18.07,0.0,0.0,0.0,0.0,0.0,26.1,0.0,25.99,26.22,15.93,24.22,31.28,42.01,0.0,0.0,45.88,0.0,47.48,40.79,11.17,41.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51,44.42,0.0,18.31,14.13,46.22,0.0,0.0,0.0,39.13,0.0,14.48,0.0,24.32,
0.0,0.0,0.0,0.0,0.0,8.15,0.0,17.4,0.0,14.84,49.05,36.89,25.54,0.0,45.14,19.88,0.0,0.0,0.0,47.6,0.0,48.95,0.0,0.0,0.0,0.0,0.0,0.0,6.56,0.0,0.0,0.0,0.0,0.0,5.76,0.0,29.19,39.42,0.0,0.0,15.13,0.0,37.68,5.77,0.0,19.1,0.0,39.52,0.0,0.0,
38.07,0.0,0.0,12.96,0.0,0.0,33.06,0.0,0.0,0.0,0.0,0.0,28.02,10.36,21.57,18.01,0.0,0.0,0.0,0.0,0.0,0.0,26.73,17.86,22.63,0.0,0.0,35.78,21.81,0.0,0.0,0.0,0.0,46.61,0.0,0.0,16.62,0.0,28.96,0.0,0.0,14.82,37.8,0.0,0.0,0.0,0.0,0.0,10.75,14.61,
0.0,0.0,0.0,0.0,46.31,0.0,0.0,0.0,36.53,18.72,19.61,0.0,32.98,0.0,39.23,0.0,9.38,0.0,43.65,0.0,0.0,0.0,0.0,12.2,19.4,0.0,0.0,0.0,24.21,9.37,0.0,0.0,5.71,47.01,14.74,0.0,0.0,0.0,0.0,0.0,25.58,33.42,0.0,0.0,0.0,0.0,0.0,0.0,27.18,20.06,
0.0,0.0,32.13,0.0,0.0,0.0,12.87,0.0,16.03,0.0,0.0,34.68,0.0,0.0,30.1,0.0,10.66,0.0,0.0,0.0,23.73,0.0,25.53,0.0,32.1,0.0,47.5,33.8,0.0,49.49,25.55,20.2,0.0,15.35,5.85,0.0,42.47,39.91,0.0,0.0,32.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.93,0.0,0.0,10.67,0.0,30.22,0.0,0.0,34.99,0.0,0.0,0.0,5.61,0.0,0.0,0.0,35.96,0.0,0.0,0.0,0.0,0.0,29.15,0.0,0.0,26.92,0.0,0.0,0.0,46.59,35.25,0.0,30.59,23.63,0.0,0.0,7.42,11.87,0.0,0.0,0.0,0.0,13.93,0.0,40.09,0.0,0.0,0.0,14.73,44.4,
8.48,0.0,38.24,0.0,27.98,0.0,43.27,0.0,36.85,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29,28.84,0.0,0.0,0.0,0.0,0.0,49.51,0.0,12.18,25.87,0.0,0.0,0.0,10.46,44.72,0.0,0.0,0.0,0.0,0.0,0.0,48.59,0.0,0.0,
0.0,0.0,0.0,43.95,0.0,0.0,0.0,0.0,36.01,28.18,0.0,39.79,0.0,50.06,0.0,0.0,0.0,47.83,0.0,25.73,8.26,0.0,0.0,0.0,0.0,16.96,0.0,0.0,0.0,0.0,6.52,20.29,24.19,38.05,0.0,26.15,0.0,0.0,0.0,0.0,0.0,0.0,27.55,22.1,47.89,0.0,0.0,0.0,0.0,0.0,
18.51,0.0,0.0,44.32,0.0,36.77,0.0,46.6,0.0,0.0,0.0,0.0,0.0,41.83,27.56,0.0,47.91,37.68,0.0,25.14,0.0,0.0,31.39,0.0,41.72,0.0,17.35,0.0,41.85,0.0,0.0,0.0,0.0,16.78,0.0,0.0,21.23,44.2,0.0,0.0,18.83,32.09,39.18,0.0,0.0,0.0,0.0,0.0,20.06,0.0,
0.0,12.82,0.0,0.0,39.33,0.0,0.0,0.0,10.54,49.73,0.0,21.23,0.0,38.12,0.0,0.0,8.14,0.0,0.0,24.33,0.0,0.0,0.0,0.0,49.24,21.49,11.82,10.16,0.0,0.0,36.01,36.35,0.0,0.0,6.14,0.0,0.0,0.0,0.0,29.1,0.0,0.0,0.0,0.0,0.0,41.92,36.58,16.88,12.58,36.54,
0.0,0.0,0.0,0.0,0.0,28.11,28.38,0.0,0.0,0.0,0.0,0.0,19.84,23.36,12.07,29.66,0.0,27.3,0.0,14.18,0.0,0.0,5.89,47.16,0.0,0.0,50.05,7.81,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,50.01,7.29,0.0,27.29,0.0,11.64,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,34.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.03,0.0,30.74,30.56,43.88,22.99,12.15,27.78,5.63,9.58,0.0,23.11,0.0,0.0,0.0,0.0,0.0,0.0,38.61,36.98,0.0,0.0,0.0,31.27,23.16,0.0,0.0,0.0,45.12,44.7,
0.0,0.0,0.0,20.42,0.0,0.0,40.95,49.39,32.53,22.32,49.16,0.0,22.05,0.0,0.0,0.0,0.0,36.42,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.78,0.0,0.0,37.99,12.4,13.58,29.7,0.0,34.52,42.45,39.98,0.0,0.0,42.05,0.0,0.0,0.0,11.53,0.0,28.89,34.2,9.28,24.96,0.0,39.42,
17.13,0.0,0.0,0.0,43.27,0.0,0.0,0.0,0.0,12.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.48,0.0,35.19,30.38,5.59,21.27,0.0,0.0,41.41,0.0,0.0,0.0,43.96,0.0,7.79,0.0,18.36,48.24,0.0,15.47,0.0,0.0,0.0,41.63,15.82,38.38,0.0,49.46,48.36,0.0,0.0,0.0,36.2,
6.17,0.0,0.0,0.0,0.0,22.0,15.64,0.0,0.0,0.0,20.3,16.95,0.0,36.06,45.25,0.0,0.0,22.1,0.0,19.41,0.0,0.0,0.0,24.71,0.0,0.0,0.0,0.0,23.31,9.76,0.0,0.0,33.64,41.94,0.0,26.57,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,10.56,0.0,13.66,0.0,0.0,0.0,
27.87,24.08,0.0,0.0,23.7,28.55,0.0,37.29,0.0,0.0,0.0,31.71,47.47,0.0,0.0,27.66,14.96,0.0,0.0,0.0,0.0,0.0,38.16,0.0,0.0,0.0,0.0,40.02,10.0,33.26,29.69,0.0,40.05,0.0,0.0,0.0,0.0,0.0,24.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26,0.0,16.38,0.0,
0.0,31.87,0.0,0.0,39.04,29.97,0.0,0.0,0.0,0.0,0.0,0.0,17.54,28.45,40.24,45.63,0.0,0.0,0.0,8.5,0.0,0.0,0.0,29.48,0.0,16.44,30.81,0.0,0.0,13.38,0.0,0.0,0.0,31.62,40.14,0.0,0.0,25.11,0.0,34.54,0.0,0.0,0.0,11.13,43.17,0.0,22.01,0.0,7.49,15.85,
30.31,14.06,28.46,0.0,0.0,0.0,8.42,14.1,6.12,0.0,0.0,0.0,0.0,30.43,0.0,36.87,0.0,0.0,0.0,20.98,41.94,31.4,0.0,27.82,5.3,49.66,41.41,16.33,0.0,0.0,0.0,0.0,12.89,0.0,0.0,47.04,0.0,0.0,0.0,13.79,0.0,25.22,0.0,0.0,0.0,23.99,30.76,0.0,0.0,27.68,
0.0,22.14,48.04,6.32,0.0,38.03,0.0,0.0,46.64,16.33,0.0,48.47,19.66,11.14,0.0,0.0,0.0,0.0,22.49,0.0,0.0,36.93,0.0,0.0,0.0,0.0,33.09,0.0,0.0,28.34,0.0,20.46,0.0,0.0,0.0,0.0,0.0,14.13,42.38,0.0,0.0,26.78,0.0,0.0,21.6,19.87,0.0,0.0,0.0,0.0,
0.0,42.54,0.0,0.0,39.95,0.0,9.9,8.94,0.0,0.0,30.26,0.0,0.0,19.55,16.59,41.96,25.03,0.0,0.0,0.0,11.11,16.8,0.0,0.0,0.0,11.71,31.56,0.0,0.0,17.05,13.56,16.12,0.0,30.29,37.32,0.0,0.0,0.0,37.69,0.0,0.0,11.33,20.09,20.3,39.15,0.0,8.99,0.0,7.44,50.03,
0.0,0.0,0.0,0.0,0.0,29.82,0.0,0.0,0.0,0.0,0.0,0.0,28.97,0.0,22.31,0.0,27.44,43.28,0.0,0.0,0.0,10.17,10.9,0.0,0.0,0.0,0.0,36.52,16.45,0.0,0.0,8.73,11.51,24.98,0.0,0.0,0.0,41.89,0.0,0.0,17.94,28.13,0.0,36.9,0.0,0.0,0.0,0.0,5.66,6.3,
28.64,0.0,0.0,28.49,23.17,42.53,0.0,0.0,38.51,0.0,29.07,20.53,0.0,31.96,15.72,44.05,0.0,0.0,34.38,0.0,40.11,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,24.03,48.25,0.0,0.0,38.55,0.0,0.0,0.0,12.82,30.15,0.0,16.99,0.0,6.11,0.0,0.0,0.0,35.82,35.57,23.86,23.69,
0.0,18.27,48.68,0.0,0.0,0.0,48.44,0.0,0.0,0.0,47.32,16.87,0.0,0.0,0.0,5.4,38.85,0.0,0.0,0.0,45.48,0.0,30.81,0.0,0.0,0.0,0.0,0.0,0.0,35.78,0.0,0.0,15.33,0.0,0.0,0.0,15.17,0.0,11.32,0.0,9.57,19.62,5.89,0.0,0.0,0.0,0.0,12.25,0.0,0.0,
0.0,23.74,0.0,30.58,0.0,23.66,0.0,43.85,0.0,0.0,0.0,0.0,41.68,13.99,28.92,0.0,0.0,0.0,0.0,0.0,0.0,41.96,20.82,17.21,8.58,0.0,0.0,0.0,8.58,0.0,0.0,0.0,40.48,0.0,0.0,0.0,0.0,0.0,47.17,0.0,0.0,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39.5,0.0,0.0,0.0,29.18,32.59,0.0,0.0,21.75,0.0,43.76,0.0,0.0,0.0,0.0,17.76,0.0,22.01,5.24,0.0,0.0,39.92,0.0,27.45,33.33,0.0,0.0,0.0,0.0,0.0,0.0,42.96,30.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.13,0.0,0.0,0.0,0.0,0.0,40.57,14.31,0.0,13.4,
35.91,10.77,0.0,0.0,0.0,0.0,0.0,22.78,22.27,24.39,0.0,0.0,32.98,48.46,0.0,8.18,48.9,45.57,22.68,22.29,39.75,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.22,0.0,45.02,13.28,0.0,0.0,0.0,36.7,40.85,45.3,0.0,0.0,0.0,0.0,0.0,11.27,0.0,0.0,39.16,
0.0,0.0,31.64,0.0,0.0,17.81,0.0,0.0,26.39,0.0,24.11,31.32,0.0,21.51,0.0,0.0,0.0,0.0,32.98,0.0,43.16,42.9,0.0,8.46,0.0,0.0,22.3,8.7,17.89,11.14,40.49,41.98,20.05,42.38,48.63,0.0,40.02,19.28,0.0,37.26,0.0,31.47,39.92,35.27,0.0,0.0,18.47,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,8.01,44.53,0.0,0.0,0.0,0.0,0.0,9.29,0.0,12.84,0.0,17.99,0.0,41.49,0.0,9.3,0.0,0.0,41.9,0.0,33.82,0.0,31.89,0.0,0.0,22.08,0.0,0.0,12.12,0.0,6.94,45.83,0.0,0.0,45.15,0.0,0.0,0.0,0.0,0.0,0.0,49.98,41.51,13.31,0.0,
46.23,0.0,31.35,44.21,15.73,0.0,25.54,26.64,31.64,0.0,0.0,0.0,0.0,33.31,0.0,13.87,0.0,0.0,5.37,47.75,29.34,10.22,0.0,0.0,0.0,0.0,48.97,0.0,0.0,0.0,20.47,0.0,20.18,0.0,0.0,0.0,24.8,32.17,0.0,8.76,0.0,18.66,0.0,0.0,7.62,12.34,25.39,0.0,0.0,0.0,
0.0,0.0,31.12,21.19,0.0,0.0,0.0,6.51,23.46,23.15,0.0,40.16,0.0,38.38,0.0,0.0,0.0,47.47,0.0,37.5,0.0,40.7,0.0,12.64,0.0,0.0,46.51,0.0,0.0,0.0,15.39,6.72,0.0,0.0,20.38,6.58,0.0,0.0,29.3,0.0,37.45,0.0,0.0,0.0,39.59,0.0,24.15,0.0,0.0,13.13,
0.0,23.7,0.0,0.0,16.52,0.0,0.0,0.0,20.82,16.36,8.12,8.5,6.39,0.0,0.0,0.0,0.0,0.0,32.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.94,33.8,33.79,19.38,0.0,0.0,33.19,48.25,0.0,35.65,0.0,12.01,0.0,0.0,27.51,7.09,13.21,41.98,34.98,46.15,0.0,32.04,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.24,0.0,13.78,0.0,0.0,0.0,12.33,0.0,0.0,45.06,8.19,0.0,21.95,0.0,0.0,0.0,23.58,47.29,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,45.12,0.0,21.39,27.53,34.96,0.0,0.0,0.0,14.25,0.0,0.0,
0.0,0.0,0.0,0.0,29.9,0.0,20.81,0.0,27.73,0.0,0.0,0.0,0.0,27.61,0.0,0.0,0.0,0.0,36.27,0.0,0.0,0.0,0.0,0.0,0.0,42.59,0.0,0.0,0.0,13.25,45.67,20.83,0.0,11.8,46.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.0,14.22,24.89,25.26,
0.0,0.0,20.74,0.0,0.0,0.0,50.06,12.97,0.0,31.14,0.0,29.91,0.0,11.16,0.0,0.0,17.84,0.0,10.44,24.49,14.71,49.65,6.24,0.0,0.0,0.0,8.2,0.0,16.51,21.73,16.01,49.13,15.65,0.0,45.5,27.07,0.0,7.42,0.0,0.0,0.0,0.0,41.75,0.0,0.0,14.51,28.83,0.0,0.0,31.1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05,0.0,0.0,44.27,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,26.79,0.0,10.87,0.0,0.0,0.0,36.46,0.0,5.87,0.0,0.0,0.0,0.0,0.0,34.37,0.0,47.76,0.0,24.57,0.0,0.0,0.0,8.68,0.0,0.0,
0.0,0.0,0.0,0.0,32.16,0.0,0.0,0.0,24.59,0.0,6.53,0.0,40.82,0.0,0.0,43.95,0.0,12.83,0.0,0.0,0.0,0.0,0.0,34.58,0.0,0.0,0.0,5.33,0.0,0.0,31.21,9.94,0.0,49.41,0.0,48.56,0.0,0.0,0.0,0.0,0.0,18.0,27.25,30.71,0.0,0.0,7.55,0.0,8.2,19.86,
0.0,0.0,19.93,0.0,0.0,0.0,22.7,39.66,0.0,0.0,22.74,0.0,0.0,10.72,0.0,0.0,31.61,0.0,0.0,6.83,30.66,0.0,20.56,0.0,0.0,0.0,0.0,25.14,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,40.41,0.0,33.18,13.74,41.65,24.59,44.8,40.65,18.45,0.0,6.96,27.52,0.0,
0.0,11.5,0.0,0.0,0.0,0.0,0.0,20.85,0.0,0.0,36.54,20.81,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,26.74,0.0,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,21.04,0.0,0.0,32.16,0.0,0.0,42.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,0.0,
0.0,0.0,35.34,26.27,15.37,0.0,0.0,24.21,47.78,0.0,10.51,0.0,0.0,0.0,19.11,19.87,0.0,0.0,0.0,0.0,0.0,0.0,49.46,34.68,0.0,16.16,44.04,36.19,0.0,24.69,0.0,43.58,0.0,0.0,47.88,0.0,0.0,34.09,14.56,0.0,0.0,31.35,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.14,0.0,0.0,21.27,0.0,0.0,41.34,13.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44,0.0,0.0,8.7,0.0,13.17,0.0,0.0,23.49,0.0,0.0,29.01,45.33,28.83,0.0,35.91,0.0,0.0,0.0,7.77,0.0,0.0,0.0,13.08,0.0,0.0,14.0,0.0,0.0,
0.0,0.0,0.0,0.0,15.25,0.0,5.55,23.7,0.0,0.0,0.0,19.63,48.3,0.0,0.0,0.0,45.15,0.0,0.0,21.86,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,15.32,0.0,0.0,0.0,0.0,0.0,30.63,0.0,0.0,19.82,6.53,0.0,0.0,46.92,40.76,0.0,0.0,22.85,
47.34,0.0,0.0,41.04,0.0,0.0,0.0,0.0,41.2,0.0,41.24,49.08,12.27,15.73,0.0,0.0,0.0,13.65,0.0,0.0,7.34,0.0,0.0,29.14,22.62,0.0,0.0,0.0,35.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.47,42.56,0.0,13.52,0.0,0.0,0.0,0.0,12.84,0.0,0.0,0.0,
0.0,0.0,18.57,0.0,0.0,45.02,37.64,0.0,0.0,0.0,48.88,0.0,0.0,20.5,12.17,21.63,0.0,0.0,9.87,0.0,0.0,20.53,39.04,0.0,29.1,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,30.45,44.43,0.0,0.0,0.0,0.0,42.61,35.98,0.0,18.5,0.0,0.0,16.88,35.21,0.0,
0.0,15.17,33.59,15.62,5.17,0.0,21.71,0.0,47.0,0.0,0.0,0.0,0.0,0.0,45.63,0.0,31.94,33.77,26.11,0.0,24.38,0.0,0.0,22.13,33.12,46.69,0.0,0.0,0.0,0.0,11.46,0.0,34.51,15.51,0.0,0.0,0.0,0.0,0.0,0.0,47.52,0.0,0.0,0.0,0.0,13.85,42.69,0.0,16.6,0.0,
23.53,16.06,0.0,44.31,14.13,0.0,8.44,13.31,0.0,0.0,0.0,0.0,0.0,5.55,0.0,12.46,47.32,33.74,0.0,0.0,43.65,0.0,18.77,0.0,23.89,0.0,15.66,19.45,48.65,12.74,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,46.53,0.0,0.0,0.0,18.0,0.0,44.17,0.0,27.04,0.0,0.0,0.0,
14.22,0.0,0.0,5.5,26.25,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0.0,0.0,0.0,0.0,29.94,0.0,0.0,0.0,0.0,0.0,0.0,21.42,0.0,0.0,0.0,0.0,0.0,30.06,47.43,43.72,10.09,28.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,49.17,6.99,0.0,0.0,28.22,
6.4,0.0,0.0,42.22,0.0,19.13,0.0,28.56,0.0,0.0,8.69,0.0,0.0,0.0,26.21,0.0,0.0,27.24,0.0,46.62,0.0,19.24,0.0,0.0,0.0,0.0,43.18,0.0,0.0,31.16,0.0,0.0,0.0,0.0,0.0,0.0,45.96,0.0,14.55,0.0,0.0,0.0,0.0,0.0,31.48,39.57,36.3,0.0,23.2,0.0,
0.0,0.0,8.19,0.0,30.93,0.0,48.93,0.0,0.0,5.8,17.76,26.71,0.0,0.0,15.08,0.0,0.0,0.0,0.0,33.43,27.95,13.71,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,10.59,25.51,41.98,0.0,0.0,39.29,0.0,0.0,0.0,0.0,45.31,27.35,47.93,48.82,7.31,0.0,
