#NO_PRODUCTS, NO_STORES
0.0,0.0,0.0,0.0,0.0,0.0,38.18,0.0,8.65,0.0,0.0,42.97,13.99,30.11,0.0,20.26,0.0,21.91,0.0,18.92,0.0,0.0,36.36,10.12,0.0,21.96,0.0,0.0,49.76,16.21,0.0,25.45,0.0,0.0,6.01,0.0,33.83,29.4,39.39,0.0,23.83,0.0,16.68,0.0,0.0,17.54,0.0,23.4,0.0,0.0,
0.0,10.36,26.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,0.0,0.0,0.0,0.0,32.33,18.29,8.24,30.0,5.47,0.0,13.83,37.56,44.55,8.2,0.0,6.92,6.17,25.23,0.0,0.0,0.0,0.0,39.7,0.0,14.77,21.3,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,16.17,48.02,33.74,
8.21,0.0,11.16,0.0,0.0,0.0,0.0,35.8,0.0,0.0,36.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19,0.0,0.0,32.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,42.49,0.0,24.11,0.0,33.06,12.11,41.85,0.0,28.57,5.87,0.0,13.31,16.22,0.0,
0.0,0.0,0.0,0.0,17.36,0.0,33.97,0.0,24.76,18.31,40.66,0.0,0.0,8.96,0.0,0.0,0.0,33.29,0.0,0.0,0.0,0.0,0.0,0.0,26.21,0.0,42.25,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,39.58,38.7,0.0,0.0,0.0,29.49,0.0,0.0,0.0,0.0,24.8,15.14,
7.15,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,13.84,8.26,37.2,0.0,0.0,0.0,0.0,27.65,35.19,45.48,0.0,0.0,5.54,11.1,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,19.77,0.0,49.23,28.5,42.32,24.85,0.0,0.0,16.84,0.0,0.0,0.0,0.0,
12.6,0.0,0.0,49.02,0.0,0.0,0.0,27.44,0.0,0.0,0.0,42.57,26.41,21.25,10.16,0.0,0.0,0.0,0.0,32.83,20.18,0.0,0.0,0.0,0.0,0.0,0.0,19.59,0.0,19.66,0.0,0.0,0.0,0.0,0.0,32.75,0.0,21.6,0.0,0.0,0.0,11.25,27.06,0.0,0.0,0.0,0.0,36.48,0.0,0.0,
29.17,0.0,0.0,17.41,24.95,0.0,0.0,0.0,0.0,26.08,0.0,0.0,0.0,12.69,32.8,0.0,0.0,24.57,24.05,9.99,0.0,28.9,0.0,40.23,0.0,0.0,0.0,0.0,33.27,45.5,0.0,7.54,0.0,23.21,0.0,0.0,28.09,41.3,0.0,0.0,34.07,0.0,0.0,0.0,39.86,35.17,6.16,0.0,0.0,0.0,
0.0,10.56,0.0,37.65,25.61,17.97,0.0,50.04,13.84,0.0,0.0,31.71,0.0,0.0,0.0,0.0,36.39,0.0,0.0,0.0,32.28,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,45.58,23.58,0.0,0.0,0.0,32.89,0.0,42.89,0.0,0.0,0.0,7.39,0.0,0.0,12.78,0.0,36.25,0.0,0.0,0.0,
15.56,0.0,0.0,43.03,0.0,37.68,0.0,44.12,0.0,5.74,23.19,46.36,0.0,16.2,0.0,0.0,24.24,0.0,40.2,33.67,0.0,0.0,27.08,0.0,0.0,0.0,0.0,14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96,9.7,46.83,33.23,0.0,0.0,0.0,0.0,0.0,0.0,18.35,0.0,0.0,0.0,0.0,
11.66,0.0,0.0,23.41,34.73,49.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41,0.0,11.06,0.0,19.93,0.0,0.0,0.0,0.0,32.84,18.0,31.7,0.0,0.0,20.84,0.0,0.0,5.43,17.72,25.87,0.0,0.0,0.0,0.0,0.0,9.11,11.87,0.0,0.0,0.0,41.07,19.08,0.0,
25.32,0.0,0.0,0.0,0.0,0.0,31.23,0.0,0.0,44.4,0.0,0.0,35.68,0.0,0.0,35.21,25.39,34.8,37.97,0.0,41.27,0.0,7.98,18.67,43.02,31.88,17.47,21.6,0.0,0.0,0.0,0.0,0.0,29.01,10.18,42.25,0.0,0.0,0.0,0.0,35.98,0.0,48.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,49.13,49.21,0.0,37.21,44.96,0.0,0.0,0.0,18.05,21.5,41.06,24.23,16.93,0.0,20.2,45.0,0.0,0.0,0.0,0.0,0.0,40.74,19.06,9.78,0.0,0.0,19.56,0.0,0.0,0.0,0.0,27.7,47.12,0.0,48.36,0.0,14.6,25.67,0.0,0.0,17.02,0.0,38.59,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,27.5,25.11,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58,37.4,37.4,0.0,29.54,17.2,10.24,45.52,35.54,0.0,0.0,0.0,0.0,40.44,13.03,21.42,0.0,34.27,33.17,0.0,0.0,11.46,0.0,32.73,10.53,0.0,0.0,43.88,49.15,0.0,27.82,0.0,43.57,21.83,0.0,
0.0,8.0,0.0,0.0,10.89,0.0,0.0,39.04,5.25,7.63,41.7,0.0,8.49,0.0,11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.91,0.0,0.0,0.0,0.0,8.86,7.02,0.0,0.0,0.0,0.0,35.77,8.47,0.0,23.16,0.0,0.0,41.46,28.72,31.66,0.0,0.0,0.0,35.9,41.52,8.81,0.0,
21.37,37.96,15.4,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,40.27,7.09,0.0,0.0,39.06,0.0,0.0,23.36,0.0,0.0,0.0,0.0,0.0,32.6,46.04,0.0,0.0,0.0,45.2,38.23,0.0,0.0,5.71,11.75,0.0,41.1,0.0,37.74,29.58,38.84,23.19,0.0,0.0,0.0,15.14,32.06,27.31,0.0,0.0,
38.01,0.0,5.24,19.3,0.0,0.0,28.31,0.0,0.0,21.27,0.0,34.34,20.71,7.32,0.0,0.0,31.54,43.06,0.0,49.48,0.0,0.0,42.55,23.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,12.03,0.0,0.0,0.0,10.22,0.0,0.0,0.0,0.0,0.0,49.05,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.0,0.0,0.0,0.0,16.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.27,20.24,0.0,39.1,0.0,0.0,0.0,48.67,0.0,0.0,0.0,0.0,13.21,24.71,20.18,0.0,0.0,13.37,
0.0,0.0,0.0,0.0,12.56,0.0,48.4,20.21,47.84,0.0,46.67,28.62,0.0,0.0,7.86,0.0,5.1,33.92,0.0,0.0,0.0,29.27,6.97,14.35,18.92,28.4,0.0,43.46,0.0,0.0,0.0,13.82,0.0,49.2,0.0,0.0,22.11,0.0,44.94,0.0,18.63,0.0,22.68,0.0,0.0,0.0,0.0,12.91,0.0,0.0,
6.12,16.63,47.78,17.32,0.0,20.55,24.15,21.67,13.77,0.0,0.0,0.0,0.0,0.0,0.0,28.74,40.87,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,26.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.79,44.59,0.0,19.01,44.94,0.0,0.0,0.0,12.57,
14.12,27.83,44.12,7.9,0.0,7.27,0.0,0.0,0.0,5.1,0.0,26.97,8.69,0.0,42.71,26.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,0.0,8.43,0.0,0.0,5.3,7.96,5.12,0.0,48.64,0.0,0.0,11.35,0.0,0.0,0.0,0.0,0.0,0.0,37.17,33.72,0.0,0.0,0.0,41.69,0.0,48.83,
0.0,15.02,0.0,0.0,0.0,20.85,0.0,0.0,0.0,0.0,37.39,0.0,0.0,0.0,10.67,46.0,0.0,0.0,0.0,0.0,0.0,31.71,0.0,0.0,0.0,0.0,15.89,47.97,10.45,37.4,31.94,15.74,0.0,0.0,0.0,0.0,19.41,0.0,33.41,30.77,48.85,34.28,30.46,0.0,0.0,0.0,0.0,0.0,29.31,0.0,
40.22,0.0,16.87,0.0,23.79,0.0,0.0,0.0,0.0,0.0,22.41,0.0,38.84,37.29,33.24,0.0,0.0,0.0,0.0,37.94,8.55,27.19,0.0,0.0,0.0,0.0,15.48,19.3,36.28,12.08,44.61,0.0,47.73,0.0,0.0,31.92,0.0,0.0,0.0,0.0,0.0,39.78,0.0,0.0,0.0,42.16,0.0,0.0,39.73,0.0,
0.0,30.42,0.0,0.0,0.0,0.0,0.0,17.52,40.74,0.0,0.0,35.57,0.0,0.0,44.66,0.0,9.21,10.94,19.9,24.0,7.54,18.82,34.2,46.95,0.0,0.0,29.68,36.1,0.0,0.0,42.99,0.0,14.72,26.5,0.0,25.64,33.34,0.0,0.0,0.0,0.0,45.11,31.04,27.59,0.0,5.97,41.45,0.0,42.38,0.0,
0.0,37.41,0.0,0.0,0.0,0.0,0.0,49.79,5.86,35.16,23.41,24.09,13.61,45.09,0.0,0.0,0.0,0.0,30.37,0.0,0.0,47.25,31.49,0.0,44.17,0.0,10.98,0.0,31.94,31.08,9.13,12.15,0.0,0.0,0.0,20.54,0.0,0.0,0.0,36.69,34.48,0.0,47.23,0.0,20.07,36.4,31.55,17.3,14.27,16.85,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29,0.0,0.0,27.97,5.18,0.0,0.0,46.78,0.0,10.96,0.0,0.0,0.0,0.0,45.84,0.0,0.0,8.95,0.0,0.0,0.0,40.38,18.11,33.89,0.0,0.0,0.0,41.72,27.8,0.0,35.91,6.86,38.83,0.0,14.05,0.0,38.23,0.0,0.0,0.0,0.0,15.38,
0.0,0.0,0.0,0.0,26.67,0.0,29.19,0.0,0.0,0.0,0.0,33.65,20.94,20.65,0.0,0.0,18.19,0.0,0.0,23.35,0.0,47.75,0.0,17.8,20.98,5.83,0.0,0.0,0.0,0.0,48.29,9.8,0.0,0.0,0.0,12.48,11.87,43.12,0.0,0.0,0.0,44.56,0.0,39.59,8.32,0.0,0.0,0.0,6.83,0.0,
0.0,0.0,44.97,0.0,19.27,14.17,0.0,43.86,0.0,0.0,29.56,0.0,0.0,0.0,0.0,0.0,30.12,48.64,0.0,22.91,0.0,5.6,9.2,0.0,46.64,5.64,46.49,24.51,0.0,34.76,14.84,0.0,27.57,0.0,22.9,0.0,0.0,31.56,0.0,7.26,0.0,0.0,0.0,21.86,0.0,0.0,0.0,0.0,0.0,0.0,
41.23,25.37,17.56,0.0,0.0,19.48,6.41,0.0,0.0,0.0,0.0,17.89,50.02,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,47.53,0.0,28.9,34.28,0.0,0.0,0.0,6.11,0.0,0.0,0.0,45.92,44.69,27.17,0.0,17.09,0.0,16.23,44.03,0.0,35.52,0.0,0.0,0.0,5.51,50.03,0.0,0.0,0.0,
0.0,49.07,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.79,0.0,28.52,13.25,36.76,29.81,0.0,0.0,0.0,39.73,0.0,9.36,0.0,0.0,35.67,32.86,0.0,15.47,0.0,24.0,0.0,32.87,0.0,0.0,48.37,0.0,0.0,11.01,40.11,0.0,30.51,11.61,28.81,0.0,0.0,0.0,26.9,0.0,0.0,
0.0,0.0,33.73,26.54,0.0,41.97,0.0,11.35,37.9,0.0,0.0,0.0,37.64,0.0,20.81,36.29,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,22.45,0.0,0.0,6.68,0.0,0.0,0.0,18.38,0.0,18.39,47.11,0.0,34.17,0.0,48.07,0.0,19.01,0.0,0.0,32.76,18.22,
0.0,33.27,0.0,0.0,0.0,42.72,0.0,0.0,0.0,40.05,0.0,0.0,0.0,35.57,0.0,13.74,0.0,45.36,0.0,0.0,34.68,19.19,0.0,0.0,42.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81,0.0,39.82,0.0,0.0,0.0,0.0,34.86,0.0,
0.0,0.0,35.46,16.26,38.85,0.0,0.0,30.52,0.0,48.6,46.31,35.43,0.0,0.0,26.48,11.64,28.77,15.73,0.0,49.73,12.91,0.0,0.0,0.0,0.0,6.57,0.0,27.22,36.98,0.0,0.0,39.36,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,46.11,25.24,0.0,21.62,0.0,0.0,37.65,0.0,39.31,15.83,
0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0,24.15,0.0,8.68,0.0,0.0,49.93,0.0,0.0,0.0,0.0,31.82,14.39,19.87,0.0,0.0,0.0,23.82,0.0,7.09,41.93,26.64,0.0,0.0,5.34,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,12.18,25.39,0.0,0.0,29.44,0.0,15.17,23.42,0.0,28.72,
34.32,12.44,37.36,39.8,45.76,0.0,0.0,45.9,0.0,8.75,0.0,0.0,37.36,37.15,28.56,0.0,34.45,0.0,0.0,45.01,0.0,0.0,0.0,0.0,12.92,0.0,0.0,48.39,42.52,0.0,13.03,0.0,0.0,0.0,0.0,27.32,0.0,12.45,0.0,0.0,20.58,38.52,0.0,0.0,21.14,0.0,45.9,38.43,49.42,9.78,
45.86,0.0,0.0,0.0,26.82,13.99,32.99,0.0,0.0,37.38,0.0,0.0,30.94,0.0,34.46,0.0,0.0,8.17,0.0,34.61,20.85,0.0,36.68,0.0,19.0,0.0,43.11,0.0,38.1,0.0,0.0,0.0,45.51,44.18,0.0,0.0,0.0,0.0,25.36,0.0,32.25,0.0,0.0,0.0,0.0,0.0,0.0,44.93,48.56,0.0,
0.0,0.0,35.76,0.0,0.0,0.0,0.0,0.0,8.94,21.84,8.09,17.34,0.0,44.83,30.91,0.0,36.71,0.0,0.0,0.0,0.0,35.74,0.0,0.0,16.46,41.25,34.37,0.0,36.02,0.0,0.0,0.0,16.71,25.69,45.63,33.08,0.0,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,34.08,0.0,33.07,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,36.89,17.32,0.0,0.0,32.19,0.0,0.0,23.22,0.0,0.0,0.0,13.71,0.0,48.34,21.47,49.6,0.0,22.8,0.0,7.07,39.36,5.99,24.21,20.75,0.0,0.0,12.53,0.0,47.37,12.84,0.0,0.0,0.0,
0.0,20.36,0.0,0.0,0.0,0.0,33.86,10.68,0.0,45.44,0.0,0.0,48.34,14.61,0.0,0.0,0.0,6.97,0.0,0.0,22.66,15.3,0.0,0.0,28.67,27.17,31.9,45.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31,27.97,43.45,0.0,0.0,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,31.72,40.26,
10.19,0.0,0.0,0.0,0.0,37.5,0.0,0.0,31.42,0.0,40.89,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.23,0.0,0.0,0.0,0.0,23.55,42.74,44.61,0.0,27.98,0.0,37.97,7.43,8.34,11.46,0.0,0.0,29.72,31.76,0.0,0.0,37.24,0.0,12.34,0.0,0.0,0.0,0.0,
0.0,17.03,12.75,26.76,0.0,7.28,0.0,10.72,48.14,0.0,0.0,0.0,17.41,0.0,49.79,0.0,0.0,0.0,20.56,0.0,0.0,33.95,0.0,48.06,6.75,23.3,0.0,30.12,0.0,0.0,21.59,0.0,35.1,0.0,0.0,19.39,31.45,0.0,0.0,0.0,18.05,19.63,35.69,0.0,0.0,42.13,0.0,30.14,0.0,34.15,
13.6,0.0,31.37,26.0,0.0,0.0,0.0,0.0,7.37,0.0,29.24,15.54,0.0,0.0,49.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26,18.04,0.0,0.0,24.34,0.0,0.0,0.0,0.0,0.0,20.46,0.0,0.0,0.0,47.08,0.0,0.0,0.0,0.0,0.0,0.0,47.76,0.0,0.0,0.0,
0.0,0.0,0.0,27.48,0.0,0.0,0.0,5.55,0.0,40.19,25.06,28.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.82,0.0,10.55,6.08,0.0,0.0,37.18,41.53,0.0,14.8,0.0,0.0,25.23,0.0,0.0,0.0,13.76,38.75,0.0,0.0,0.0,0.0,40.42,18.93,49.25,0.0,25.46,
0.0,0.0,0.0,28.06,22.77,47.94,5.66,39.13,26.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51,0.0,0.0,0.0,46.23,25.9,42.57,0.0,0.0,0.0,0.0,36.32,0.0,0.0,18.24,0.0,0.0,0.0,30.64,0.0,49.89,10.02,0.0,35.88,0.0,36.14,0.0,0.0,7.01,15.22,0.0,39.55,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,23.59,0.0,0.0,39.02,22.84,0.0,0.0,42.56,0.0,0.0,0.0,0.0,0.0,0.0,12.97,29.27,29.88,0.0,45.34,0.0,0.0,0.0,26.77,38.84,0.0,0.0,0.0,47.75,0.0,0.0,49.82,0.0,47.83,8.75,8.19,0.0,0.0,26.75,16.91,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,7.21,0.0,27.32,0.0,0.0,0.0,0.0,0.0,0.0,38.71,0.0,0.0,45.01,0.0,0.0,0.0,0.0,39.29,0.0,25.53,34.12,0.0,39.96,0.0,36.92,0.0,0.0,25.93,0.0,0.0,0.0,42.17,0.0,42.41,0.0,0.0,28.28,0.0,47.43,0.0,0.0,0.0,8.44,0.0,0.0,0.0,
0.0,46.06,0.0,24.0,12.04,0.0,30.72,0.0,0.0,0.0,0.0,0.0,0.0,11.48,0.0,0.0,32.02,0.0,0.0,45.55,43.8,7.76,0.0,0.0,43.18,27.38,0.0,38.14,38.38,0.0,0.0,0.0,0.0,37.66,28.6,0.0,46.49,44.8,0.0,11.07,0.0,0.0,36.99,0.0,49.31,0.0,10.12,34.5,11.53,0.0,
0.0,0.0,17.36,0.0,19.69,30.4,0.0,0.0,0.0,0.0,0.0,14.85,40.94,0.0,11.42,8.41,0.0,49.26,16.63,0.0,13.39,0.0,0.0,5.34,0.0,39.69,24.01,11.86,14.55,25.59,0.0,12.8,18.95,34.05,0.0,0.0,0.0,7.08,17.6,34.05,0.0,6.05,0.0,47.74,0.0,6.25,0.0,15.69,0.0,0.0,
35.13,0.0,0.0,0.0,14.41,32.84,0.0,23.95,0.0,23.91,0.0,0.0,32.93,20.75,0.0,0.0,0.0,36.37,0.0,11.67,0.0,0.0,0.0,0.0,40.81,5.26,28.8,22.8,0.0,35.76,0.0,0.0,0.0,26.83,14.51,17.21,0.0,0.0,0.0,0.0,40.16,0.0,22.51,34.57,0.0,0.0,0.0,11.42,11.57,0.0,
10.31,22.39,0.0,48.36,0.0,0.0,0.0,0.0,30.23,33.17,16.4,0.0,23.42,0.0,28.56,0.0,20.36,0.0,0.0,44.17,0.0,0.0,0.0,0.0,0.0,27.35,16.59,41.43,0.0,47.17,0.0,19.26,13.16,24.39,0.0,0.0,0.0,6.84,16.81,15.3,19.49,0.0,20.96,26.17,0.0,0.0,13.34,0.0,0.0,13.49,
9.79,0.0,0.0,25.59,34.09,0.0,18.64,0.0,29.09,0.0,0.0,0.0,0.0,41.98,0.0,41.92,22.03,0.0,0.0,0.0,22.12,32.11,48.35,24.28,37.88,0.0,0.0,31.58,35.03,0.0,0.0,0.0,0.0,15.7,0.0,49.47,28.99,6.34,0.0,18.77,0.0,0.0,0.0,36.86,21.59,47.25,18.68,20.3,0.0,8.32,
43.07,0.0,19.03,0.0,0.0,27.71,44.63,0.0,46.51,0.0,0.0,22.73,0.0,0.0,0.0,22.73,0.0,0.0,0.0,46.28,25.8,9.22,0.0,0.0,30.28,36.88,0.0,0.0,25.66,44.14,21.22,47.06,0.0,6.14,0.0,0.0,23.31,0.0,15.81,0.0,10.07,0.0,0.0,12.45,0.0,0.0,0.0,0.0,47.43,7.22,
0.0,18.22,0.0,0.0,27.59,0.0,0.0,47.38,37.51,0.0,0.0,7.14,0.0,0.0,0.0,13.1,5.4,0.0,10.65,0.0,0.0,22.92,0.0,0.0,0.0,25.42,0.0,0.0,0.0,37.05,29.8,11.23,13.04,0.0,0.0,14.82,0.0,0.0,48.0,35.47,0.0,36.15,0.0,0.0,0.0,34.6,0.0,0.0,24.91,0.0,
0.0,32.76,0.0,0.0,0.0,0.0,42.36,0.0,26.41,11.81,0.0,10.34,43.9,0.0,0.0,0.0,12.71,23.36,0.0,0.0,0.0,16.2,0.0,0.0,0.0,24.73,0.0,0.0,49.55,6.21,41.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19,0.0,49.75,0.0,0.0,0.0,0.0,0.0,48.31,32.68,
35.27,41.17,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.45,6.92,0.0,0.0,0.0,31.0,0.0,35.48,0.0,0.0,40.47,0.0,0.0,0.0,25.97,14.37,9.88,18.49,0.0,44.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67,0.0,32.91,15.45,0.0,42.61,0.0,0.0,0.0,0.0,
0.0,31.53,0.0,23.61,0.0,0.0,45.03,42.12,21.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,0.0,0.0,29.67,12.78,34.99,0.0,5.37,0.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86,0.0,45.67,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0.0,0.0,29.14,
